Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 09:30:00-05:00,181.9900055,182.1049957,181.75,181.8096008,3040916,0,0
2024-01-05 09:31:00-05:00,181.7899933,182.1600037,181.7899933,182.1398926,292188,0,0
2024-01-05 09:32:00-05:00,182.1349945,182.4900055,182.1100006,182.3399963,297092,0,0
2024-01-05 09:33:00-05:00,182.3500061,182.4799957,182.2899933,182.3300018,265357,0,0
2024-01-05 09:34:00-05:00,182.3325043,182.4900055,182.1999969,182.4799957,219990,0,0
2024-01-05 09:35:00-05:00,182.4875031,182.6600037,182.4700012,182.6199951,615228,0,0
2024-01-05 09:36:00-05:00,182.6100006,182.6999969,182.4850006,182.6799927,206391,0,0
2024-01-05 09:37:00-05:00,182.6750031,182.75,182.3710938,182.425293,250648,0,0
2024-01-05 09:38:00-05:00,182.4299927,182.6000061,182.3999939,182.5599976,177084,0,0
2024-01-05 09:39:00-05:00,182.5399933,182.7599945,182.3999939,182.4199982,333547,0,0
2024-01-05 09:40:00-05:00,182.4275055,182.4499969,182.1699982,182.2899933,254259,0,0
2024-01-05 09:41:00-05:00,182.2899933,182.4400024,182.2400055,182.3300018,144083,0,0
2024-01-05 09:42:00-05:00,182.3177948,182.3249969,182.0800018,182.1398926,160548,0,0
2024-01-05 09:43:00-05:00,182.1399994,182.1399994,181.9499969,182.0399933,181157,0,0
2024-01-05 09:44:00-05:00,182.0299988,182.1399994,181.9600067,182,145744,0,0
2024-01-05 09:45:00-05:00,181.9850006,182.2825012,181.9799957,182.1950073,181941,0,0
2024-01-05 09:46:00-05:00,182.1799927,182.1799927,182.0599976,182.1300049,118102,0,0
2024-01-05 09:47:00-05:00,182.1242065,182.1699982,182.0299988,182.1399994,100353,0,0
2024-01-05 09:48:00-05:00,182.1399994,182.1399994,181.8224945,181.9102936,179841,0,0
2024-01-05 09:49:00-05:00,181.9149933,182.0099945,181.7799988,182.0099945,182985,0,0
2024-01-05 09:50:00-05:00,182.0099945,182.1199951,181.9850006,182.0299988,172319,0,0
2024-01-05 09:51:00-05:00,182.0299988,182.2088928,182.0200043,182.1150055,165147,0,0
2024-01-05 09:52:00-05:00,182.125,182.2599945,182.0899963,182.1150055,108022,0,0
2024-01-05 09:53:00-05:00,182.1100006,182.1499939,181.9900055,182.0099945,152577,0,0
2024-01-05 09:54:00-05:00,182.0200043,182.0699005,181.8300018,181.8600006,186822,0,0
2024-01-05 09:55:00-05:00,181.8583069,181.8809967,181.7599945,181.8300018,184616,0,0
2024-01-05 09:56:00-05:00,181.8348999,181.9199982,181.7200012,181.8200073,132371,0,0
2024-01-05 09:57:00-05:00,181.8150024,181.8699951,181.7539978,181.7619934,127731,0,0
2024-01-05 09:58:00-05:00,181.7671051,181.7700043,181.5599976,181.6000061,146025,0,0
2024-01-05 09:59:00-05:00,181.5950012,181.6900024,181.5200043,181.6900024,151796,0,0
2024-01-05 10:00:00-05:00,181.7100067,182.0399017,181.6999969,181.8500061,278240,0,0
2024-01-05 10:01:00-05:00,181.8699951,182.1300049,181.8699951,182.0899963,221673,0,0
2024-01-05 10:02:00-05:00,182.0899963,182.2400055,182.0599976,182.2299957,199120,0,0
2024-01-05 10:03:00-05:00,182.2200012,182.3999939,182.1549988,182.3899994,185060,0,0
2024-01-05 10:04:00-05:00,182.3849945,182.4250031,182.2700043,182.4250031,128289,0,0
2024-01-05 10:05:00-05:00,182.4299927,182.4799957,182.3300018,182.3399963,196234,0,0
2024-01-05 10:06:00-05:00,182.3500061,182.4900055,182.3300018,182.4100037,150138,0,0
2024-01-05 10:07:00-05:00,182.3899994,182.4299927,182.3399963,182.4199982,120055,0,0
2024-01-05 10:08:00-05:00,182.4349976,182.4700012,182.2400055,182.25,164486,0,0
2024-01-05 10:09:00-05:00,182.25,182.3099976,182.1499939,182.3000031,132033,0,0
2024-01-05 10:10:00-05:00,182.3088989,182.3399963,182.0299988,182.1849976,241757,0,0
2024-01-05 10:11:00-05:00,182.1799927,182.2700043,182.1300049,182.1499939,149368,0,0
2024-01-05 10:12:00-05:00,182.1499939,182.3450012,182.1399994,182.2850037,123439,0,0
2024-01-05 10:13:00-05:00,182.2799988,182.3000031,181.9600067,182.0070038,239586,0,0
2024-01-05 10:14:00-05:00,182.0099945,182.2700043,182.0099945,182.2449951,137391,0,0
2024-01-05 10:15:00-05:00,182.25,182.2700043,181.9600067,181.9857941,143245,0,0
2024-01-05 10:16:00-05:00,181.9799957,181.9900055,181.8099976,181.8650055,169123,0,0
2024-01-05 10:17:00-05:00,181.875,181.8899994,181.7299957,181.8150024,124148,0,0
2024-01-05 10:18:00-05:00,181.8200073,181.9499969,181.7599945,181.9400024,136442,0,0
2024-01-05 10:19:00-05:00,181.9450073,182.059906,181.8500061,181.9900055,102517,0,0
2024-01-05 10:20:00-05:00,181.9799957,182.0299988,181.8200073,181.8600006,138461,0,0
2024-01-05 10:21:00-05:00,181.8600006,182,181.8600006,181.9700012,66200,0,0
2024-01-05 10:22:00-05:00,181.9750061,182.0700073,181.9649963,182.0576019,98773,0,0
2024-01-05 10:23:00-05:00,182.0599976,182.1199951,182.0050049,182.0050049,105818,0,0
2024-01-05 10:24:00-05:00,182.0050049,182.0899963,181.9700928,182.0700073,93862,0,0
2024-01-05 10:25:00-05:00,182.0599976,182.1573944,182.0500031,182.1573944,111960,0,0
2024-01-05 10:26:00-05:00,182.1549988,182.1900024,181.9499969,182.0812073,125544,0,0
2024-01-05 10:27:00-05:00,182.0899963,182.1000061,182.0200043,182.0899963,82407,0,0
2024-01-05 10:28:00-05:00,182.0899963,182.1580963,182.0500031,182.1349945,87645,0,0
2024-01-05 10:29:00-05:00,182.1300049,182.1349945,182.0299988,182.0700073,67006,0,0
2024-01-05 10:30:00-05:00,182.0662994,182.1150055,181.9649963,182.0056,77670,0,0
2024-01-05 10:31:00-05:00,182.0099945,182.1799927,182,182.1600037,91289,0,0
2024-01-05 10:32:00-05:00,182.1750031,182.2050018,182.0599976,182.0700073,141008,0,0
2024-01-05 10:33:00-05:00,182.0599976,182.1300049,182.0200043,182.1000061,73938,0,0
2024-01-05 10:34:00-05:00,182.0989075,182.2799988,182.0800018,182.2599945,118976,0,0
2024-01-05 10:35:00-05:00,182.2599945,182.3000031,182.1900024,182.2283936,113448,0,0
2024-01-05 10:36:00-05:00,182.2268982,182.3899994,182.2200012,182.3386993,90595,0,0
2024-01-05 10:37:00-05:00,182.3500061,182.4100037,182.3300018,182.3430023,108966,0,0
2024-01-05 10:38:00-05:00,182.3450012,182.3999939,182.3099976,182.3899994,75098,0,0
2024-01-05 10:39:00-05:00,182.3899994,182.4400024,182.3000031,182.3350067,117064,0,0
2024-01-05 10:40:00-05:00,182.3300018,182.3699951,182.2599945,182.3099976,92950,0,0
2024-01-05 10:41:00-05:00,182.3099976,182.3099976,182.2299957,182.3099976,80206,0,0
2024-01-05 10:42:00-05:00,182.3099976,182.4649963,182.3099976,182.4600067,143070,0,0
2024-01-05 10:43:00-05:00,182.4649963,182.4649963,182.3049927,182.3999939,77399,0,0
2024-01-05 10:44:00-05:00,182.3925018,182.4799957,182.3845978,182.4750061,86779,0,0
2024-01-05 10:45:00-05:00,182.4700012,182.6349945,182.4499969,182.6349945,271984,0,0
2024-01-05 10:46:00-05:00,182.6300049,182.6398926,182.4900055,182.5149994,145545,0,0
2024-01-05 10:47:00-05:00,182.5149994,182.5953979,182.4799957,182.5,107369,0,0
2024-01-05 10:48:00-05:00,182.4900055,182.5800018,182.4600067,182.5650024,145007,0,0
2024-01-05 10:49:00-05:00,182.5650024,182.5800018,182.5099945,182.5700989,49304,0,0
2024-01-05 10:50:00-05:00,182.5800018,182.5872955,182.4799957,182.4799957,64765,0,0
2024-01-05 10:51:00-05:00,182.4900055,182.5988007,182.4499969,182.5700073,80621,0,0
2024-01-05 10:52:00-05:00,182.5700073,182.6300049,182.5399933,182.5549927,104902,0,0
2024-01-05 10:53:00-05:00,182.5585022,182.6049957,182.5213013,182.5249939,55909,0,0
2024-01-05 10:54:00-05:00,182.5202026,182.5899048,182.4900055,182.5720062,69677,0,0
2024-01-05 10:55:00-05:00,182.5780029,182.6199951,182.5500031,182.5549927,119244,0,0
2024-01-05 10:56:00-05:00,182.5549927,182.5650024,182.4299927,182.4598999,86015,0,0
2024-01-05 10:57:00-05:00,182.4600067,182.5,182.4299927,182.4499969,61107,0,0
2024-01-05 10:58:00-05:00,182.4499969,182.5599976,182.4499969,182.5599976,58290,0,0
2024-01-05 10:59:00-05:00,182.5549927,182.6499939,182.5399933,182.6499939,75620,0,0
2024-01-05 11:00:00-05:00,182.6600037,182.6799927,182.6150055,182.6499939,80529,0,0
2024-01-05 11:01:00-05:00,182.6450043,182.7250061,182.6000061,182.7250061,121091,0,0
2024-01-05 11:02:00-05:00,182.7250061,182.7299957,182.6649933,182.7149963,71382,0,0
2024-01-05 11:03:00-05:00,182.7174072,182.7299957,182.6616974,182.6999969,89447,0,0
2024-01-05 11:04:00-05:00,182.6849976,182.6900024,182.559906,182.6399994,95790,0,0
2024-01-05 11:05:00-05:00,182.6399994,182.7400055,182.6199951,182.6499939,120379,0,0
2024-01-05 11:06:00-05:00,182.6499939,182.6999969,182.5399933,182.5599976,111177,0,0
2024-01-05 11:07:00-05:00,182.5599976,182.5899963,182.3399963,182.4812012,186995,0,0
2024-01-05 11:08:00-05:00,182.4900055,182.5299988,182.4400024,182.5187988,65222,0,0
2024-01-05 11:09:00-05:00,182.5200043,182.5800018,182.5200043,182.5299988,53779,0,0
2024-01-05 11:10:00-05:00,182.5200043,182.5399933,182.4450073,182.4700012,48816,0,0
2024-01-05 11:11:00-05:00,182.4799957,182.6649933,182.4700928,182.6649933,74136,0,0
2024-01-05 11:12:00-05:00,182.6699982,182.6900024,182.6300049,182.6450043,76473,0,0
2024-01-05 11:13:00-05:00,182.6399994,182.688797,182.6000061,182.6049957,53893,0,0
2024-01-05 11:14:00-05:00,182.6100006,182.6600037,182.5899963,182.6100006,30890,0,0
2024-01-05 11:15:00-05:00,182.6100006,182.6376038,182.5800018,182.5850067,41626,0,0
2024-01-05 11:16:00-05:00,182.5899963,182.6374054,182.5599976,182.591095,57034,0,0
2024-01-05 11:17:00-05:00,182.5986938,182.5986938,182.4649963,182.4750061,74731,0,0
2024-01-05 11:18:00-05:00,182.4850006,182.4900055,182.1399994,182.2200012,181740,0,0
2024-01-05 11:19:00-05:00,182.2299957,182.2799988,182.170105,182.1799927,115667,0,0
2024-01-05 11:20:00-05:00,182.1885071,182.1999969,182.0299988,182.0399933,105058,0,0
2024-01-05 11:21:00-05:00,182.0500031,182.1900024,182.0500031,182.0800018,94142,0,0
2024-01-05 11:22:00-05:00,182.0798035,182.1501007,182.0500031,182.0700073,68191,0,0
2024-01-05 11:23:00-05:00,182.0700073,182.1199951,182.0099945,182.0299988,85633,0,0
2024-01-05 11:24:00-05:00,182.0299988,182.1300049,182.0099945,182.0800018,93032,0,0
2024-01-05 11:25:00-05:00,182.0850067,182.1699982,182.0700073,182.0785065,76567,0,0
2024-01-05 11:26:00-05:00,182.0700073,182.1649933,182.0650024,182.1450043,53023,0,0
2024-01-05 11:27:00-05:00,182.1399994,182.1600037,182.0948029,182.0948029,55472,0,0
2024-01-05 11:28:00-05:00,182.0899963,182.1248016,182.0700073,182.1100006,70237,0,0
2024-01-05 11:29:00-05:00,182.1000061,182.1049957,182.0599976,182.0876007,88922,0,0
2024-01-05 11:30:00-05:00,182.0800018,182.1999969,182.0800018,182.1992035,96774,0,0
2024-01-05 11:31:00-05:00,182.1950073,182.2024994,182.1150055,182.1549988,80631,0,0
2024-01-05 11:32:00-05:00,182.1499023,182.1799927,182.1199951,182.1699982,52605,0,0
2024-01-05 11:33:00-05:00,182.1699982,182.1799927,182.1349945,182.1598969,40252,0,0
2024-01-05 11:34:00-05:00,182.1584015,182.1699982,182.0800018,182.1600037,42062,0,0
2024-01-05 11:35:00-05:00,182.1557007,182.1950073,182.1349945,182.1900024,56975,0,0
2024-01-05 11:36:00-05:00,182.1900024,182.1999969,182.1687927,182.1739044,40398,0,0
2024-01-05 11:37:00-05:00,182.1750031,182.1799927,182.1399994,182.1600037,50309,0,0
2024-01-05 11:38:00-05:00,182.1600952,182.1784058,182.1100006,182.1199951,53591,0,0
2024-01-05 11:39:00-05:00,182.1199951,182.2200012,182.1199951,182.1999969,55694,0,0
2024-01-05 11:40:00-05:00,182.1999054,182.1999969,182.1499939,182.1499939,40052,0,0
2024-01-05 11:41:00-05:00,182.1499939,182.1600037,182.0700073,182.1600037,63354,0,0
2024-01-05 11:42:00-05:00,182.1600037,182.1900024,182.1199951,182.1699982,47944,0,0
2024-01-05 11:43:00-05:00,182.1699982,182.1788025,182.0401001,182.0899963,60098,0,0
2024-01-05 11:44:00-05:00,182.0950012,182.097702,182.0500031,182.0567017,32638,0,0
2024-01-05 11:45:00-05:00,182.0599976,182.1000061,182.0200958,182.0800018,48201,0,0
2024-01-05 11:46:00-05:00,182.079895,182.1199951,182.0749969,182.081604,47998,0,0
2024-01-05 11:47:00-05:00,182.0749969,182.1300049,182.0200043,182.0200043,96712,0,0
2024-01-05 11:48:00-05:00,182.0299988,182.0399933,181.9400024,181.9598999,152128,0,0
2024-01-05 11:49:00-05:00,181.9586945,182.0099945,181.9100952,182.0050049,52908,0,0
2024-01-05 11:50:00-05:00,182.0099945,182.1799927,182.0050049,182.1600037,85668,0,0
2024-01-05 11:51:00-05:00,182.1600037,182.1600037,182.0549927,182.1399994,65428,0,0
2024-01-05 11:52:00-05:00,182.1300049,182.1499939,182.0950012,182.1499939,48620,0,0
2024-01-05 11:53:00-05:00,182.1600037,182.1699982,182.1100006,182.1499939,32661,0,0
2024-01-05 11:54:00-05:00,182.1499939,182.2100067,182.1401062,182.1750031,65141,0,0
2024-01-05 11:55:00-05:00,182.1719971,182.2250061,182.1201019,182.2200012,51444,0,0
2024-01-05 11:56:00-05:00,182.2200012,182.2250061,182.1013031,182.1013031,72275,0,0
2024-01-05 11:57:00-05:00,182.1053009,182.1199951,182.0299988,182.0726013,67509,0,0
2024-01-05 11:58:00-05:00,182.0700073,182.1000061,182.0399933,182.0673065,37419,0,0
2024-01-05 11:59:00-05:00,182.0599976,182.1100006,182.0500031,182.1022034,33794,0,0
2024-01-05 12:00:00-05:00,182.1100006,182.1349945,182.0650024,182.1000061,116478,0,0
2024-01-05 12:01:00-05:00,182.1100006,182.1499939,182.0899963,182.1300049,62368,0,0
2024-01-05 12:02:00-05:00,182.125,182.1499939,182.1049957,182.1376953,83528,0,0
2024-01-05 12:03:00-05:00,182.1349945,182.1999969,182.1100006,182.1961975,61355,0,0
2024-01-05 12:04:00-05:00,182.1849976,182.2200012,182.1000061,182.1101074,73585,0,0
2024-01-05 12:05:00-05:00,182.1000061,182.1000061,182.0200043,182.0301056,58512,0,0
2024-01-05 12:06:00-05:00,182.0299988,182.0299988,181.9898987,181.9949951,66449,0,0
2024-01-05 12:07:00-05:00,181.996994,182.0041962,181.8600006,181.9199982,85652,0,0
2024-01-05 12:08:00-05:00,181.9282074,181.9382935,181.6600037,181.7180023,166502,0,0
2024-01-05 12:09:00-05:00,181.7100067,181.7200012,181.6150055,181.6399994,108202,0,0
2024-01-05 12:10:00-05:00,181.6399994,181.6600037,181.5700073,181.6100006,135750,0,0
2024-01-05 12:11:00-05:00,181.6022949,181.6450043,181.5525055,181.625,89300,0,0
2024-01-05 12:12:00-05:00,181.6199951,181.7100067,181.5800018,181.6289978,104834,0,0
2024-01-05 12:13:00-05:00,181.625,181.7100067,181.5859985,181.7068024,61988,0,0
2024-01-05 12:14:00-05:00,181.7050018,181.7700043,181.6799927,181.6849976,81718,0,0
2024-01-05 12:15:00-05:00,181.6900024,181.8300018,181.6549988,181.8099976,70448,0,0
2024-01-05 12:16:00-05:00,181.8065948,181.8899994,181.8000031,181.8612976,65490,0,0
2024-01-05 12:17:00-05:00,181.8600006,181.8650055,181.7700043,181.7801971,159986,0,0
2024-01-05 12:18:00-05:00,181.7850037,181.8000031,181.7100067,181.7649994,48930,0,0
2024-01-05 12:19:00-05:00,181.7599945,181.7899933,181.7299957,181.7400055,40134,0,0
2024-01-05 12:20:00-05:00,181.7400055,181.8000031,181.6199951,181.7100067,121953,0,0
2024-01-05 12:21:00-05:00,181.7200012,181.7200928,181.6499939,181.6649933,41001,0,0
2024-01-05 12:22:00-05:00,181.6600952,181.6699066,181.6100006,181.6600037,87137,0,0
2024-01-05 12:23:00-05:00,181.6600037,181.6799927,181.5599976,181.6000061,91563,0,0
2024-01-05 12:24:00-05:00,181.6049957,181.6199951,181.4602966,181.4799042,141489,0,0
2024-01-05 12:25:00-05:00,181.4750061,181.5800018,181.4750061,181.5399933,90505,0,0
2024-01-05 12:26:00-05:00,181.5399933,181.5399933,181.3800049,181.4199982,109640,0,0
2024-01-05 12:27:00-05:00,181.4250031,181.5299988,181.4250031,181.5050049,108638,0,0
2024-01-05 12:28:00-05:00,181.5050049,181.5249939,181.3849945,181.4199982,73804,0,0
2024-01-05 12:29:00-05:00,181.4199982,181.420105,181.3200073,181.3650055,115976,0,0
2024-01-05 12:30:00-05:00,181.3600006,181.4400024,181.2799988,181.3899994,108854,0,0
2024-01-05 12:31:00-05:00,181.3800049,181.4799957,181.3500061,181.4750061,65885,0,0
2024-01-05 12:32:00-05:00,181.4700012,181.5050049,181.4299927,181.4600983,61437,0,0
2024-01-05 12:33:00-05:00,181.4750061,181.4799042,181.3899994,181.4273071,67175,0,0
2024-01-05 12:34:00-05:00,181.4299927,181.4600067,181.3601074,181.4100037,55357,0,0
2024-01-05 12:35:00-05:00,181.4089966,181.5599976,181.3999939,181.5525055,74729,0,0
2024-01-05 12:36:00-05:00,181.5428925,181.6100006,181.5099945,181.6000061,86493,0,0
2024-01-05 12:37:00-05:00,181.5950012,181.6999969,181.5850067,181.6849976,78784,0,0
2024-01-05 12:38:00-05:00,181.6900024,181.6999969,181.6100006,181.6188049,84237,0,0
2024-01-05 12:39:00-05:00,181.6049957,181.6712036,181.5899963,181.6699982,60163,0,0
2024-01-05 12:40:00-05:00,181.6600037,181.7187958,181.6450043,181.7135925,57193,0,0
2024-01-05 12:41:00-05:00,181.7149963,181.8049927,181.7102051,181.7801056,64185,0,0
2024-01-05 12:42:00-05:00,181.7799988,181.8000031,181.75,181.75,74504,0,0
2024-01-05 12:43:00-05:00,181.7550049,181.8200073,181.7550049,181.8000946,65479,0,0
